,TF score,Relative Location,Relative Length,Label
Asteroid moons are asteroids that orbit larger asteroids.,0.055343511450381674,0.8073394495412844,0.0019333830812020894,0
"They are not as clearly distinguished as planetary moons, sometimes being almost as large as their partners.",0.041030534351145044,0.8119266055045872,0.0036632521538565903,0
"The asteroid belt also contains main-belt comets, which may have been the source of Earth's water.",0.15076335877862596,0.8165137614678899,0.00332406213961061,0
"[95]

Jupiter trojans are located in either of Jupiter's L4 or L5 points (gravitationally stable regions leading and trailing a planet in its orbit); the term trojan is also used for small bodies in any other planetary or satellite Lagrange point.",0.15553435114503814,0.8211009174311926,0.008377993351875722,0
"Hilda asteroids are in a 2:3 resonance with Jupiter; that is, they go around the Sun three times for every two Jupiter orbits.",0.16221374045801532,0.8256880733944955,0.0042737941794993555,0
"[96]

The inner Solar System also contains near-Earth asteroids, many of which cross the orbits of the inner planets.",0.2986641221374045,0.8302752293577982,0.003968523166677973,0
[97] Some of them are potentially hazardous objects.,0.03148854961832061,0.8348623853211009,0.001763788074079099,0
The outer region of the Solar System is home to the giant planets and their large moons.,0.2805343511450382,0.8394495412844036,0.0029848721253646292,0
The centaurs and many short-period comets also orbit in this region.,0.1269083969465649,0.8440366972477065,0.002306492096872668,0
"Due to their greater distance from the Sun, the solid objects in the outer Solar System contain a higher proportion of volatiles, such as water, ammonia, and methane than those of the inner Solar System because the lower temperatures allow these compounds to remain solid.",0.36450381679389304,0.8486238532110092,0.009225968387490673,0
"The four outer planets, or giant planets (sometimes called Jovian planets), collectively make up 99% of the mass known to orbit the Sun.",0.4360687022900763,0.8532110091743119,0.004612984193745336,0
[g] Jupiter and Saturn are together more than 400 times the mass of Earth and consist overwhelmingly of hydrogen and helium.,0.11736641221374046,0.8577981651376146,0.004205956176650159,0
Uranus and Neptune are far less massive—less than 20 Earth masses (M⊕) each—and are composed primarily of ices.,0.07919847328244276,0.8623853211009175,0.003765009158130385,0
"For these reasons, some astronomers suggest they belong in their own category, ice giants.",0.01812977099236641,0.8669724770642202,0.0030527101282138256,0
"[98] All four giant planets have rings, although only Saturn's ring system is easily observed from Earth.",0.13072519083969464,0.8715596330275229,0.0035614951495827963,0
The term superior planet designates planets outside Earth's orbit and thus includes both the outer planets and Mars.,0.2795801526717557,0.8761467889908257,0.003934604165253375,0
"Jupiter (5.2 AU), at 318 M⊕, is 2.5 times the mass of all the other planets put together.",0.14408396946564886,0.8807339449541285,0.0030187911267892274,0
It is composed largely of hydrogen and helium.,0.061068702290076333,0.8853211009174312,0.0015602740655315107,0
"Jupiter's strong internal heat creates semi-permanent features in its atmosphere, such as cloud bands and the Great Red Spot.",0.04389312977099238,0.8899082568807339,0.004239875178074758,0
Jupiter has 79 known satellites.,0.04961832061068702,0.8944954128440367,0.001085408045587138,0
"The four largest, Ganymede, Callisto, Io, and Europa, show similarities to the terrestrial planets, such as volcanism and internal heating.",0.1898854961832061,0.8990825688073395,0.00471474119801913,0
"[99] Ganymede, the largest satellite in the Solar System, is larger than Mercury.",0.13358778625954199,0.9036697247706422,0.002747439115392443,0
"Saturn (9.5 AU), distinguished by its extensive ring system, has several similarities to Jupiter, such as its atmospheric composition and magnetosphere.",0.08206106870229009,0.908256880733945,0.005155688216538905,0
"Although Saturn has 60% of Jupiter's volume, it is less than a third as massive, at 95 M⊕.",0.04580152671755725,0.9128440366972477,0.0030527101282138256,0
Saturn is the only planet of the Solar System that is less dense than water.,0.14217557251908397,0.9174311926605505,0.0025778441082694526,0
[100] The rings of Saturn are made up of small ice and rock particles.,0.11736641221374046,0.9220183486238532,0.002374330099721864,0
Saturn has 82 confirmed satellites composed largely of ice.,0.05057251908396947,0.926605504587156,0.0020012210840512855,0
"Two of these, Titan and Enceladus, show signs of geological activity.",0.0200381679389313,0.9311926605504587,0.0023404110982972663,0
"[101] Titan, the second-largest moon in the Solar System, is larger than Mercury and the only satellite in the Solar System with a substantial atmosphere.",0.23091603053435114,0.9357798165137615,0.0052235262193881015,0
"Uranus (19.2 AU), at 14 M⊕, is the lightest of the outer planets.",0.11545801526717558,0.9403669724770642,0.002204735092598874,0
"Uniquely among the planets, it orbits the Sun on its side; its axial tilt is over ninety degrees to the ecliptic.",0.15553435114503814,0.944954128440367,0.0038328471609795807,0
It has a much colder core than the other giant planets and radiates very little heat into space.,0.11641221374045801,0.9495412844036697,0.0032562241367614137,0
"[102] Uranus has 27 known satellites, the largest ones being Titania, Oberon, Umbriel, Ariel, and Miranda.",0.05534351145038169,0.9541284403669725,0.0035954141510073944,0
"Neptune (30.1 AU), though slightly smaller than Uranus, is more massive (17 M⊕) and hence more dense.",0.07729007633587787,0.9587155963302753,0.003425819143884404,0
"It radiates more internal heat, but not as much as Jupiter or Saturn.",0.06393129770992366,0.963302752293578,0.0023404110982972663,0
[103] Neptune has 14 known satellites.,0.03721374045801527,0.9678899082568807,0.0012889220541347263,0
"The largest, Triton, is geologically active, with geysers of liquid nitrogen.",0.0935114503816794,0.9724770642201835,0.0026117631096940507,0
[104] Triton is the only large satellite with a retrograde orbit.,0.04198473282442748,0.9770642201834863,0.002204735092598874,0
"Neptune is accompanied in its orbit by several minor planets, termed Neptune trojans, that are in 1:1 resonance with it.",0.11736641221374047,0.981651376146789,0.004070280170951767,0
The centaurs are icy comet-like bodies whose orbits have semi-major axes greater than Jupiter's (5.5 AU) and less than Neptune's (30 AU).,0.16793893129770995,0.9862385321100917,0.004646903195169934,0
"The largest known centaur, 10199 Chariklo, has a diameter of about 250 km.",0.12213740458015268,0.9908256880733946,0.0025100061054202562,0
"[105] The first centaur discovered, 2060 Chiron, has also been classified as comet (95P) because it develops a coma just as comets do when they approach the Sun.",0.17938931297709926,0.9954128440366973,0.005460959229360287,0
[106],0.0,1.0,0.0001695950071229903,0
"Data science is a multi-disciplinary field that uses scientific methods, processes, algorithms and systems to extract knowledge and insights from structured and unstructured data.",0.29393468118195965,0.0136986301369863,0.014738575545491971,0
"[1][2] Data science is the same concept as data mining and big data: ""use the most powerful hardware, the most powerful programming systems, and the most efficient algorithms to solve problems"".",0.40279937791601866,0.0273972602739726,0.015973651708522024,0
"[3]

Data science is a ""concept to unify statistics, data analysis, machine learning and their related methods"" in order to ""understand and analyze actual phenomena"" with data.",0.42146189735614303,0.0410958904109589,0.01449156031288596,1
"[4] It employs techniques and theories drawn from many fields within the context of mathematics, statistics, computer science, and information science.",0.24727838258164853,0.0547945205479452,0.012433100041169206,0
"Turing award winner Jim Gray imagined data science as a ""fourth paradigm"" of science (empirical, theoretical, computational and now data-driven) and asserted that ""everything about science is changing because of the impact of information technology"" and the data deluge.",0.541213063763608,0.0684931506849315,0.022231370934540962,0
"[5][6] In 2015, the American Statistical Association identified database management, statistics and machine learning, and distributed and parallel systems as the three emerging foundational professional communities.",0.1181959564541213,0.0821917808219178,0.0177027583367641,0
"[7]

In 2012, when Harvard Business Review called it ""The Sexiest Job of the 21st Century"",[8] the term ""data science"" became a buzzword.",0.3110419906687403,0.0958904109589041,0.011280362289007822,0
"It is now often used interchangeably with earlier concepts like business analytics,[9] business intelligence, predictive modeling, and statistics.",0.08242612752721618,0.1095890410958904,0.012021407986825855,0
"Even the suggestion that data science is sexy was paraphrasing Hans Rosling, featured in a 2011 BBC documentary with the quote, ""Statistics is now the sexiest subject around.",0.22861586314152424,0.1232876712328767,0.01432688349114862,0
"""[10] Nate Silver referred to data science as a sexed up term for statistics.",0.25660964230171074,0.136986301369863,0.006340057636887608,0
"[11] In many cases, earlier approaches and solutions are now simply rebranded as ""data science"" to be more attractive, which can cause the term to become ""dilute[d] beyond usefulness.",0.3032659409020217,0.1506849315068493,0.015067929188966652,0
"""[12] While many university programs now offer a data science degree, there exists no consensus on a definition or suitable curriculum contents.",0.2410575427682738,0.1643835616438356,0.011856731165088515,0
"[9] To the discredit of the discipline, however, many data-science and big-data projects fail to deliver useful results, often as a result of poor management and utilization of resources.",0.05132192846034217,0.1780821917808219,0.015397282832441335,0
"[13][14][15][16]

The term ""data science"" has appeared in various contexts over the past thirty years but did not become an established term until recently.",0.29082426127527217,0.1917808219178082,0.012844792095512557,0
"In an early usage, it was used as a substitute for computer science by Peter Naur in 1960.",0.15552099533437017,0.2054794520547945,0.007410456978180321,0
"Naur later introduced the term ""datalogy"".",0.03576982892690513,0.2191780821917808,0.00345821325648415,0
"[17] In 1974, Naur published Concise Survey of Computer Methods, which freely used the term data science in its survey of the contemporary data processing methods that are used in a wide range of applications.",0.4307931570762053,0.2328767123287671,0.01720872787155208,0
"The modern definition of ""data science"" was first sketched during the second Japanese-French statistics symposium organized at the University of Montpellier II (France) in 1992[18].",0.27371695178849137,0.2465753424657534,0.014903252367229312,0
"The attendees acknowledged the emergence of a new discipline with a specific focus on data from various origins, dimensions, types and structures.",0.16174183514774498,0.2602739726027397,0.012021407986825855,0
They shaped the contour of this new science based on established concepts and principles of statistics and data analysis with the extensive use of the increasing power of computer tools.,0.27216174183514774,0.273972602739726,0.015314944421572664,0
"In 1996, members of the International Federation of Classification Societies (IFCS) met in Kobe for their biennial conference.",0.06220839813374808,0.2876712328767123,0.01037463976945245,0
"Here, for the first time, the term data science is included in the title of the conference (""Data Science, classification, and related methods""),[19] after the term was introduced in a roundtable discussion by Chikio Hayashi.",0.359253499222395,0.3013698630136986,0.018526142445450804,0
"[4]

In November 1997, C.F.",0.03888024883359254,0.3150684931506849,0.0022231370934540965,0
"Jeff Wu gave the inaugural lecture entitled ""Statistics = Data Science?",0.08709175738724728,0.3287671232876712,0.005846027171675586,0
"""[20] for his appointment to the H. C. Carver Professorship at the University of Michigan.",0.015552099533437013,0.3424657534246575,0.007410456978180321,0
"[21]
In this lecture, he characterized statistical work as a trilogy of data collection, data modeling and analysis, and decision making.",0.29704510108864696,0.3561643835616438,0.011280362289007822,0
"In his conclusion,
he initiated the modern, non-computer science, usage of the term ""data science"" and advocated that statistics be renamed data science and statisticians data scientists.",0.7138413685847589,0.3698630136986301,0.015397282832441335,0
"[20]
Later, he presented his lecture entitled ""Statistics = Data Science?""",0.08242612752721618,0.3835616438356164,0.006093042404281598,0
as the first of his 1998 P.C.,0.00933125972006221,0.3972602739726027,0.002387813915191437,0
Mahalanobis Memorial Lectures.,0.006220839813374806,0.410958904109589,0.002470152326060107,0
"[22] These lectures honor Prasanta Chandra Mahalanobis, an Indian scientist and statistician and founder of the Indian Statistical Institute.",0.04665629860031104,0.4246575342465753,0.011609715932482502,0
"In 2001, William S. Cleveland introduced data science as an independent discipline, extending the field of statistics to incorporate ""advances in computing with data"" in his article ""Data Science: An Action Plan for Expanding the Technical Areas of the Field of Statistics,"" which was published in Volume 69, No.",0.5101088646967338,0.4383561643835616,0.025689584191025114,0
"1, of the April 2001 edition of the International Statistical Review / Revue Internationale de Statistique.",0.037325038880248844,0.4520547945205479,0.008810209962947716,0
"[23] In his report, Cleveland establishes six technical areas which he believed to encompass the field of data science: multidisciplinary investigations, models and methods for data, computing with data, pedagogy, tool evaluation, and theory.",0.5194401244167962,0.4657534246575342,0.019925895430218197,0
"In April 2002, the International Council for Science (ICSU): Committee on Data for Science and Technology (CODATA)[24] started the Data Science Journal,[25] a publication focused on issues such as the description of data systems, their publication on the internet, applications and legal issues.",0.36080870917573876,0.4794520547945205,0.02428983120625772,0
"[26] Shortly thereafter, in January 2003, Columbia University began publishing The Journal of Data Science,[27] which provided a platform for all data workers to present their views and exchange ideas.",0.23017107309486787,0.4931506849315068,0.016550020584602716,0
The journal was largely devoted to the application of statistical methods and quantitative research.,0.04665629860031104,0.5068493150684932,0.008233841086867023,0
"In 2005, The National Science Board published ""Long-lived Digital Data Collections: Enabling Research and Education in the 21st Century"" defining data scientists as ""the information and computer scientists, database and software and programmers, disciplinary experts, curators and expert annotators, librarians, archivists, and others, who are crucial to the successful management of a digital data collection"" whose primary activity is to ""conduct creative inquiry and analysis.",0.4572317262830481,0.5205479452054794,0.03944009880609304,0
"""[28]

Around 2007,[citation needed] Turing award winner Jim Gray envisioned ""data-driven science"" as a ""fourth paradigm"" of science that uses the computational analysis of large data as primary scientific method[5][6] and ""to have a world in which all of the science literature is online, all of the science data is online, and they interoperate with each other.",0.6516329704510109,0.5342465753424658,0.029888843145327294,0
"""[29]

In the 2012 Harvard Business Review article ""Data Scientist: The Sexiest Job of the 21st Century"",[8] DJ Patil claims to have coined this term in 2008 with Jeff Hammerbacher to define their jobs at LinkedIn and Facebook, respectively.",0.16951788491446354,0.547945205479452,0.019843557019349527,0
"He asserts that a data scientist is ""a new breed"", and that a ""shortage of data scientists is becoming a serious constraint in some sectors"", but describes a much more business-oriented role.",0.2674961119751165,0.5616438356164384,0.015726636475916014,0
"In 2013, the IEEE Task Force on Data Science and Advanced Analytics[30] was launched.",0.12286158631415241,0.5753424657534246,0.00699876492383697,0
"In 2013, the first ""European Conference on Data Analysis (ECDA)"" was organised in Luxembourg, establishing the European Association for Data Science (EuADS).",0.17729393468118196,0.589041095890411,0.012927130506381227,0
The first international conference: IEEE International Conference on Data Science and Advanced Analytics was launched in 2014.,0.12752721617418353,0.6027397260273972,0.01037463976945245,0
"[31] In 2014, General Assembly launched student-paid bootcamp and The Data Incubator launched a competitive free data science fellowship.",0.32348367029548986,0.6164383561643836,0.011280362289007822,0
"[32]  In 2014, the American Statistical Association section on Statistical Learning and Data Mining renamed its journal to ""Statistical Analysis and Data Mining: The ASA Data Science Journal"" and in 2016 changed its section name to ""Statistical Learning and Data Science"".",0.37636080870917576,0.6301369863013698,0.022396047756278303,1
"[33]  In 2015, the International Journal on Data Science and Analytics[34] was launched by Springer to publish original work on data science and big data analytics.",0.4696734059097979,0.6438356164383562,0.013503499382461918,0
"In September 2015 the Gesellschaft für Klassifikation (GfKl) added to the name of the Society ""Data Science Society"" at the third ECDA conference at the University of Essex, Colchester, UK.",0.14307931570762059,0.6575342465753424,0.015561959654178675,0
"""Data science"" has recently become a popular term among business executives.",0.1741835147744946,0.6712328767123288,0.006257719226018938,0
"[35] However, many critical academics and journalists see no distinction between data science and statistics, whereas others consider it largely a popular term for ""data mining"" and ""big data"".",0.5194401244167963,0.684931506849315,0.015891313297653354,1
"[3] Writing in Forbes, Gil Press argues that data science is a buzzword without a clear definition and has simply replaced ""business analytics"" in contexts such as graduate degree programs.",0.2581648522550544,0.6986301369863014,0.015561959654178675,0
"[9] In the question-and-answer section of his keynote address at the Joint Statistical Meetings of American Statistical Association, noted applied statistician Nate Silver said, ""I think data-scientist is a sexed up term for a statistician....Statistics is a branch of science.",0.23172628304821152,0.7123287671232876,0.022807739810621654,0
Data scientist is slightly redundant in some way and people shouldn’t berate the term statistician.,0.0855365474339036,0.726027397260274,0.008151502675998352,0
"""[11]

On the other hand, responses to criticism are as numerous.",0.0077760497667185065,0.7397260273972602,0.005351996706463565,0
"In a 2014 Wall Street Journal article, Irving Wladawsky-Berger compares the data science enthusiasm with the dawn of computer science.",0.359253499222395,0.7534246575342466,0.011033347056401811,0
"He argues data science, like any other interdisciplinary field, employs methodologies and practices from across the academia and industry, but then it will morph them into a new discipline.",0.2628304821150856,0.7671232876712328,0.015561959654178675,0
"He brings to attention the sharp criticisms of computer science, now a well respected academic discipline, had to once face.",0.1290824261275272,0.7808219178082192,0.010209962947715109,0
"[36] Likewise, NYU Stern's Vasant Dhar, as do many other academic proponents of data science,[36] argues more specifically in December 2013 that data science is different from the existing practice of data analysis across all disciplines, which focuses only on explaining data sets.",0.6982892690513217,0.7945205479452054,0.023219431864965005,0
Data science seeks actionable and consistent pattern for predictive uses.,0.14618973561430798,0.8082191780821918,0.0060107039934129275,0
[1]  This practical engineering goal takes data science beyond traditional analytics.,0.2286158631415241,0.821917808219178,0.00699876492383697,0
"Now the data in those disciplines and applied fields that lacked solid theories, like health science and social science, could be sought and utilized to generate powerful predictive models.",0.3468118195956454,0.8356164383561644,0.015561959654178675,0
"[1]

In an effort similar to Dhar's, Stanford professor David Donoho, in September 2015, takes the proposition further by rejecting three simplistic and misleading definitions of data science in lieu of criticisms.",0.27682737169517885,0.8493150684931506,0.01762041992589543,0
"[37] First, for Donoho, data science does not equate to big data, in that the size of the data set is not a criterion to distinguish data science and statistics.",0.6780715396578538,0.863013698630137,0.013256484149855908,0
"[37] Second, data science is not defined by the computing skills of sorting big data sets, in that these skills are already generally used for analyses across all disciplines.",0.370139968895801,0.8767123287671232,0.01440922190201729,0
"[37] Third, data science is a heavily applied field where academic programs right now do not sufficiently prepare data scientists for the jobs, in that many graduate programs misleadingly advertise their analytics and statistics training as the essence of a data science program.",0.6236391912908243,0.8904109589041096,0.022972416632358994,0
"[37][38] As a statistician, Donoho, following many in his field, champions the broadening of learning scope in the form of data science,[37] like John Chambers who urges statisticians to adopt an inclusive concept of learning from data,[39] or like William Cleveland who urges to prioritize extracting from data applicable predictive tools over explanatory theories.",0.5614307931570762,0.9041095890410958,0.030135858377933304,0
"[23] Together, these statisticians envision an increasingly inclusive applied field that grows out of traditional statistics and beyond.",0.05909797822706066,0.9178082191780822,0.011198023878139151,0
"For the future of data science, Donoho projects an ever-growing environment for open science where data sets used for academic publications are accessible to all researchers.",0.44945567651632967,0.9315068493150684,0.01432688349114862,0
[37] US National Institute of Health has already announced plans to enhance reproducibility and transparency of research data.,0.13841368584758942,0.9452054794520548,0.01037463976945245,0
[40] Other big journals are likewise following suit.,0.018662519440124415,0.958904109589041,0.004281597365170853,0
"[41][42] This way, the future of data science not only exceeds the boundary of statistical theories in scale and methodology, but data science will revolutionize current academia and research paradigms.",0.44323483670295494,0.9726027397260274,0.016632358995471386,0
"[37] As Donoho concludes, ""the scope and impact of data science will continue to expand enormously in coming decades as scientific data and data about science itself become ubiquitously available.",0.5583203732503889,0.9863013698630136,0.016138328530259365,0
"""[37]",0.0,1.0,0.0004116920543433512,0
"Sir Isaac Newton PRS (25 December 1642 � 20 March 1726/27[a]) was an English mathematician, physicist, astronomer, theologian, and author (described in his own day as a ""natural philosopher"") who is widely recognised as one of the most influential scientists of all time, and a key figure in the scientific revolution.",0.11111111111111113,0.007194244604316547,0.01452054794520548,0
"His book Philosophi� Naturalis Principia Mathematica (Mathematical Principles of Natural Philosophy), first published in 1687, laid the foundations of classical mechanics.",0.05191256830601092,0.014388489208633094,0.007808219178082192,0
"Newton also made seminal contributions to optics, and shares credit with Gottfried Wilhelm Leibniz for developing the infinitesimal calculus.",0.10655737704918035,0.02158273381294964,0.0064383561643835616,0
"In Principia, Newton formulated the laws of motion and universal gravitation that formed the dominant scientific viewpoint until it was superseded by the theory of relativity.",0.11839708561020039,0.02877697841726619,0.007990867579908675,0
"Newton used his mathematical description of gravity to prove Kepler's laws of planetary motion, account for tides, the trajectories of comets, the precession of the equinoxes and other phenomena, eradicating doubt about the Solar System's heliocentricity.",0.10928961748633885,0.03597122302158273,0.011643835616438357,0
He demonstrated that the motion of objects on Earth and celestial bodies could be accounted for by the same principles.,0.04553734061930783,0.04316546762589928,0.005433789954337899,0
"Newton's inference that the Earth is an oblate spheroid was later confirmed by the geodetic measurements of Maupertuis, La Condamine, and others, convincing most European scientists of the superiority of Newtonian mechanics over earlier systems.",0.058287795992714005,0.050359712230215826,0.011187214611872146,0
Newton built the first practical reflecting telescope and developed a sophisticated theory of colour based on the observation that a prism separates white light into the colours of the visible spectrum.,0.1411657559198543,0.05755395683453238,0.009223744292237443,0
"His work on light was collected in his highly influential book Opticks, published in 1704.",0.053734061930783235,0.06474820143884892,0.00410958904109589,0
"He also formulated an empirical law of cooling, made the first theoretical calculation of the speed of sound, and introduced the notion of a Newtonian fluid.",0.0628415300546448,0.07194244604316546,0.007168949771689498,0
"In addition to his work on calculus, as a mathematician Newton contributed to the study of power series, generalised the binomial theorem to non-integer exponents, developed a method for approximating the roots of a function, and classified most of the cubic plane curves.",0.1475409836065574,0.07913669064748201,0.012420091324200914,1
Newton was a fellow of Trinity College and the second Lucasian Professor of Mathematics at the University of Cambridge.,0.08652094717668488,0.08633093525179857,0.005433789954337899,0
He was a devout but unorthodox Christian who privately rejected the doctrine of the Trinity.,0.03187613843351548,0.09352517985611511,0.004200913242009132,0
"Unusually for a member of the Cambridge faculty of the day, he refused to take holy orders in the Church of England.",0.028233151183970857,0.10071942446043165,0.0052968036529680365,0
"Beyond his work on the mathematical sciences, Newton dedicated much of his time to the study of alchemy and biblical chronology, but most of his work in those areas remained unpublished until long after his death.",0.12568306010928965,0.1079136690647482,0.009726027397260273,0
"Politically and personally tied to the Whig party, Newton served two brief terms as Member of Parliament for the University of Cambridge, in 1689–90 and 1701–02.",0.08378870673952643,0.11510791366906475,0.007351598173515982,0
"He was knighted by Queen Anne in 1705 and spent the last three decades of his life in London, serving as Warden (1696–1700) and Master (1700–1727) of the Royal Mint, as well as president of the Royal Society (1703–1727).",0.06921675774134789,0.1223021582733813,0.01004566210045662,0
"Isaac Newton was born (according to the Julian calendar, in use in England at the time) on Christmas Day, 25 December 1642 (NS 4 January 1643[a]) ""an hour or two after midnight"",[7] at Woolsthorpe Manor in Woolsthorpe-by-Colsterworth, a hamlet in the county of Lincolnshire.",0.10473588342440807,0.12949640287769784,0.012511415525114155,0
"His father, also named Isaac Newton, had died three months before.",0.08561020036429874,0.1366906474820144,0.0030136986301369864,0
"Born prematurely, Newton was a small child; his mother Hannah Ayscough reportedly said that he could have fit inside a quart mug.",0.0846994535519126,0.14388489208633093,0.005890410958904109,0
"[8] When Newton was three, his mother remarried and went to live with her new husband, the Reverend Barnabas Smith, leaving her son in the care of his maternal grandmother, Margery Ayscough.",0.08743169398907111,0.1510791366906475,0.008675799086757991,0
"Newton disliked his stepfather and maintained some enmity towards his mother for marrying him, as revealed by this entry in a list of sins committed up to the age of 19: ""Threatening my father and mother Smith to burn them and the house over them.",0.08925318761384338,0.15827338129496402,0.011278538812785389,0
"""[9] Newton's mother had three children from her second marriage.",0.04189435336976321,0.16546762589928057,0.0029680365296803654,0
"[10]

From the age of about twelve until he was seventeen, Newton was educated at The King's School, Grantham, which taught Latin and Greek and probably imparted a significant foundation of mathematics.",0.0865209471766849,0.17266187050359713,0.009223744292237443,0
"[11] He was removed from school, and returned to Woolsthorpe-by-Colsterworth by October 1659.",0.028233151183970857,0.17985611510791366,0.0042465753424657535,0
"His mother, widowed for the second time, attempted to make him a farmer, an occupation he hated.",0.03369763205828779,0.18705035971223022,0.004383561643835616,0
"[12] Henry Stokes, master at The King's School, persuaded his mother to send him back to school.",0.025500910746812388,0.19424460431654678,0.004383561643835616,0
"Motivated partly by a desire for revenge against a schoolyard bully, he became the top-ranked student,[13] distinguishing himself mainly by building sundials and models of windmills.",0.020947176684881597,0.2014388489208633,0.008310502283105023,0
"[14]

In June 1661, he was admitted to Trinity College, Cambridge, on the recommendation of his uncle Rev William Ayscough, who had studied there.",0.04280510018214936,0.20863309352517986,0.006666666666666667,0
"He started as a subsizar—paying his way by performing valet's duties—until he was awarded a scholarship in 1664, guaranteeing him four more years until he could get his MA.",0.053734061930783235,0.2158273381294964,0.007853881278538814,0
"[15] At that time, the college's teachings were based on those of Aristotle, whom Newton supplemented with modern philosophers such as Descartes, and astronomers such as Galileo and Thomas Street, through whom he learned of Kepler's work.",0.10291438979963576,0.22302158273381295,0.010867579908675798,0
"He set down in his notebook a series of ""Quaestiones"" about mechanical philosophy as he found it.",0.03187613843351548,0.2302158273381295,0.004429223744292238,0
"In 1665, he discovered the generalised binomial theorem and began to develop a mathematical theory that later became calculus.",0.07194899817850638,0.23741007194244604,0.005753424657534247,0
"Soon after Newton had obtained his BA degree in August 1665, the university temporarily closed as a precaution against the Great Plague.",0.06830601092896177,0.2446043165467626,0.006210045662100457,0
"Although he had been undistinguished as a Cambridge student,[16] Newton's private studies at his home in Woolsthorpe over the subsequent two years saw the development of his theories on calculus,[17] optics, and the law of gravitation.",0.08469945355191257,0.2517985611510791,0.010730593607305937,1
"In April 1667, he returned to Cambridge and in October was elected as a fellow of Trinity.",0.03825136612021858,0.2589928057553957,0.00410958904109589,0
"[18][19] Fellows were required to become ordained priests, although this was not enforced in the restoration years and an assertion of conformity to the Church of England was sufficient.",0.03005464480874316,0.26618705035971224,0.008493150684931507,0
"However, by 1675 the issue could not be avoided and by then his unconventional views stood in the way.",0.018214936247723135,0.2733812949640288,0.004657534246575342,0
"[20] Nevertheless, Newton managed to avoid it by means of a special permission from Charles II.",0.06557377049180327,0.2805755395683453,0.0043378995433789955,0
"His studies had impressed the Lucasian professor Isaac Barrow, who was more anxious to develop his own religious and administrative potential (he became master of Trinity two years later); in 1669 Newton succeeded him, only one year after receiving his MA.",0.1329690346083789,0.28776978417266186,0.011689497716894977,0
He was elected a Fellow of the Royal Society (FRS) in 1672.,0.04189435336976321,0.2949640287769784,0.0026940639269406393,0
"[3]

Newton's work has been said ""to distinctly advance every branch of mathematics then studied.",0.047358834244080134,0.302158273381295,0.004429223744292238,0
"""[22] His work on the subject usually referred to as fluxions or calculus, seen in a manuscript of October 1666, is now published among Newton's mathematical papers.",0.07832422586520946,0.30935251798561153,0.007534246575342466,0
"[23] The author of the manuscript De analysi per aequationes numero terminorum infinitas, sent by Isaac Barrow to John Collins in June 1669, was identified by Barrow in a letter sent to Collins in August of that year as ""[...] of an extraordinary genius and proficiency in these things.",0.05100182149362475,0.31654676258992803,0.013059360730593607,0
"""[24]

Newton later became involved in a dispute with Leibniz over priority in the development of calculus (the Leibniz–Newton calculus controversy).",0.11202185792349728,0.3237410071942446,0.00680365296803653,0
"Most modern historians believe that Newton and Leibniz developed calculus independently, although with very different mathematical notations.",0.10018214936247723,0.33093525179856115,0.0064383561643835616,0
"Occasionally it has been suggested that Newton published almost nothing about it until 1693, and did not give a full account until 1704, while Leibniz began publishing a full account of his methods in 1684.",0.09380692167577416,0.3381294964028777,0.009406392694063927,0
"Leibniz's notation and ""differential Method"", nowadays recognised as much more convenient notations, were adopted by continental European mathematicians, and after 1820 or so, also by British mathematicians.",0.033697632058287796,0.34532374100719426,0.009452054794520548,0
"[citation needed]

Such a suggestion fails to account for the calculus in Book 1 of Newton's Principia itself and in its forerunner manuscripts, such as De motu corporum in gyrum of 1684; this content has been pointed out by critics[Like whom?]",0.08014571948998182,0.35251798561151076,0.011141552511415525,1
of both Newton's time and modern times.,0.040983606557377046,0.3597122302158273,0.001780821917808219,0
"[citation needed]

His work extensively uses calculus in geometric form based on limiting values of the ratios of vanishingly small quantities: in the Principia itself, Newton gave demonstration of this under the name of ""the method of first and last ratios""[25] and explained why he put his expositions in this form,[26] remarking also that ""hereby the same thing is performed as by the method of indivisibles.",0.18214936247723126,0.3669064748201439,0.018767123287671234,0
"""[27]

Because of this, the Principia has been called ""a book dense with the theory and application of the infinitesimal calculus"" in modern times[28] and in Newton's time ""nearly all of it is of this calculus.",0.0965391621129326,0.37410071942446044,0.009589041095890411,0
"""[29] His use of methods involving ""one or more orders of the infinitesimally small"" is present in his De motu corporum in gyrum of 1684[30] and in his papers on motion ""during the two decades preceding 1684"".",0.06010928961748633,0.381294964028777,0.00954337899543379,0
"[31]

Newton had been reluctant to publish his calculus because he feared controversy and criticism.",0.07468123861566485,0.38848920863309355,0.0045662100456621,0
[32] He was close to the Swiss mathematician Nicolas Fatio de Duillier.,0.03278688524590164,0.39568345323741005,0.0032420091324200915,0
"In 1691, Duillier started to write a new version of Newton's Principia, and corresponded with Leibniz.",0.06739526411657559,0.4028776978417266,0.004657534246575342,0
"[33] In 1693, the relationship between Duillier and Newton deteriorated and the book was never completed.",0.08378870673952643,0.41007194244604317,0.004794520547945206,0
"[citation needed]

Starting in 1699, other members[who?]",0.011839708561020037,0.4172661870503597,0.0025570776255707762,0
of the Royal Society accused Leibniz of plagiarism.,0.028233151183970857,0.4244604316546763,0.002328767123287671,0
